province,year,PDRB per Orang yang Bekerja,PDRB per Kapita,Keluhan Kesehatan per Bulan (Persen),Keterbukaan Perdagangan,Sektor Formal,Pengangguran (Persen),Indeks Pembangunan Manusia,Belanja Pemerintah,Belanja Modal Pemerintah,Wilayah,Kemiskinan (Persen),Rasio Gini,Sanitasi yang Layak,Air Bersih,Tingkat Kelulusan Sekolah (SMA),Pertanian,Angka Harapan Hidup,PDRB Nominal,Populasi (ribuan),Investasi Sektor Swasta,PMA,PMDN
MALUKU UTARA,2015,41.57955883,17533.78,16.71,1.880339058,0.314,5.805,65.91,8875.91,2456.71,Indonesia Bagian Timur,6.53,0.283,59.17,60.07,57.12,6617.003398,67.49,26638303.08,1167.1,2595.7,2547.5,48.2
MALUKU UTARA,2016,42.06091145,18177.3,16.25,2.02217708,0.3597,3.72,66.63,10084.76,2875.84,Indonesia Bagian Timur,6.37,0.2975,64.71,62.99,64.87,7276.319331,67.515,29150600.99,1185.9,6021.73,6012.93,8.8
MALUKU UTARA,2017,43.77170287,19192.97,16.04,2.04970638,0.3805,5.075,67.2,10692.81,2666.75,Indonesia Bagian Timur,6.395,0.3235,66.18,65.73,65.14,7728.310121,67.545,32272571.55,1209.3,4184.33,3033.73,1150.6
MALUKU UTARA,2018,42.03389062,20309.45,19.94,1.462949631,0.3308,4.595,67.76,11046.33,2583.21,Indonesia Bagian Timur,6.63,0.332,66.96,69.17,60.07,8242.198276,67.805,36468794.7,1232.6,7137.82,4861.52,2276.3
MALUKU UTARA,2019,48.58257857,21524.99,17.99,1.675132604,0.3831,4.885,68.7,12029.57,3194.09,Indonesia Bagian Timur,6.84,0.31,72.52,85.04,59.13,8700.463982,68.21,39695490.69,1255.8,15810.2,15127.5,682.7
MALUKU UTARA,2020,50.4599555,21906.6,15.97,2.057459409,0.3387,4.62,68.49,11620.86,2559.09,Indonesia Bagian Timur,6.875,0.299,75.99,86.9,66.52,8902.205679,68.375,42319470.43,1282.9,35351.7,34689.6,662.1
MALUKU UTARA,2021,58.39945207,25104.43,15.66,3.854828629,0.3644,4.885,68.76,12056.77,2868.31,Indonesia Bagian Timur,6.635,0.289,77.11,88.66,66.95,9399.739578,68.495,52359851.79,1299.2,43835.84,41170.54,2665.3
PAPUA BARAT,2015,134.5553872,60064.13,20.39,1.194568942,0.3945,6.345,61.73,20110.39,6642.71,Indonesia Bagian Timur,25.775,0.434,62.81,68.85,55.24,6834.466211,65.23,62888029.78,876,3295.9,3232.5,63.4
PAPUA BARAT,2016,132.893722,61242.01,18.86,1.108489178,0.4057,6.595,62.21,20631.24,5954.42,Indonesia Bagian Timur,25.155,0.387,64.55,68.76,56.12,7293.017559,65.24,66631075.64,893.4,7059.25,7048.65,10.6
PAPUA BARAT,2017,139.3037708,62169.96,20.71,1.183930242,0.409,7.005,62.99,20926.55,4676.73,Indonesia Bagian Timur,24.11,0.3885,65.3,73.12,62.81,7910.363236,65.265,71785929.73,915.4,1185.71,1126.51,59.2
PAPUA BARAT,2018,140.3472415,64499.45,23.65,1.261737607,0.457,6.36,63.74,21254.51,5297.01,Indonesia Bagian Timur,22.835,0.3925,73.95,77.12,60.47,8331.310424,65.5,79644584.97,937.5,3895.36,3844.46,50.9
PAPUA BARAT,2019,143.7705563,64418.52,25.11,1.164191798,0.4775,6.12,64.7,26003.94,6223.66,Indonesia Bagian Timur,21.84,0.3855,76.39,81.85,50.95,8954.294833,65.895,84356967.99,959.6,1073.2,693,380.2
PAPUA BARAT,2020,136.8193095,54487.7,21.43,1.10009554,0.4202,6.79,65.09,26212.93,5680.09,Indonesia Bagian Timur,21.535,0.379,78.71,79.56,61.49,9067.567218,66.05,83588641.76,1134.1,2078.04,152.64,1925.4
PAPUA BARAT,2021,133.2679685,52979.33,20.74,0.931975965,0.4208,6.01,65.26,22003.65,5218.39,Indonesia Bagian Timur,21.83,0.377,77.89,81.68,59.08,9341.538473,66.19,85072858.48,1156.8,1110.1,474.5,635.6
PAPUA,2015,79.16591276,41376.97,17.79,0.713910163,0.1851,3.855,57.25,45735.48,13639.23,Indonesia Bagian Timur,28.285,0.4065,28.04,51.27,28.23,20004.00086,65.135,150307284.3,3153.8,12487.7,11212.5,1275.2
PAPUA,2016,84.08551492,44342.14,16.64,0.701932825,0.2163,3.16,58.05,49349.89,12536.72,Indonesia Bagian Timur,28.47,0.3945,31.43,52.69,35.69,21308.44728,65.215,173208859.7,3207.4,16227.58,16007.08,220.5
PAPUA,2017,88.35149711,45577.05,16.53,0.666771626,0.2181,3.79,59.09,49176.39,9608.32,Indonesia Bagian Timur,27.69,0.3975,33.06,59.09,33.82,22274.74639,65.225,188938078.7,3265.2,26808.43,25590.53,1217.9
PAPUA,2018,87.76403644,48069.41,17.6,0.686538011,0.2189,2.875,60.06,51086.73,10129.62,Indonesia Bagian Timur,27.585,0.391,33.75,58.35,29.56,23754.00769,65.445,210600573.2,3322.5,15277.42,15172.82,104.6
PAPUA,2019,76.10245816,40203.42,15.2,0.550314807,0.2071,3.365,60.84,51993.33,9839.85,Indonesia Bagian Timur,27.04,0.3905,38.27,60.85,27.44,24177.23029,65.69,189510696.1,3379.3,14682.7,14115,567.7
PAPUA,2020,77.63027048,32108.51,16.27,0.552554504,0.2008,3.85,60.44,47564.27,6401.15,Indonesia Bagian Timur,26.72,0.3935,40.31,62.73,30.92,24457.09324,65.835,199232884.4,4303.7,10897.08,8174.88,2722.2
PAPUA,2021,89.95737182,36416.72,12.74,0.65428358,0.1953,3.55,60.62,50333.46,7063.85,Indonesia Bagian Timur,27.12,0.3965,40.81,64.92,32.95,25516.43954,65.97,235343249.9,4355.4,22651.66,21740.86,910.8
